,type,properties.blockingAlertUuid,properties.city,properties.country,properties.delay,properties.endNode,properties.id,properties.length,properties.level,properties.line,properties.pubMillis,properties.roadType,properties.segments,properties.speed,properties.speedKMH,properties.street,properties.turnType,properties.type,properties.uuid,properties.utc_timestamp,properties.day_of_week,properties.weekday_weekend,geometry.type,geometry.coordinates,key_date_jams,X,Y,OBJECTID,CaseNumber,MaxInjuryS,CrashSever,RoadwayAcc,CaseYear,CollisionT,CrashDate,CrashTimeF,CrashType,LightCondi,RoadwayCha,RoadSurfac,TrafficCon,TrafficWay,WeatherCon,Commercial,DMVInsertD,NumberOfFa,NumberOfIn,NumberOfOt,NumberOfSe,NumberOfVe,PoliceDept,NonReporta,ReportingA,NonPublicW,UTMEasting,UTMNorthin,Intersecti,ClosestCro,CountyName,DirectionF,DistanceFr,MasterInte,CityTownNa,OnStreet,ReferenceM,ACCESS_CON,DIVIDED,FUNCTIONAL,MAINT_JURI,OWNING_JUR,NAME,POSTED_SPE,ApparentFa,key_date_crashes,jams_x,jams_y
45,Feature,,"Bronx, NY",US,90.0,I-95 N,730211274.0,4981.0,1.0,"[{'x': -73.827217, 'y': 40.859724}, {'x': -73.82749, 'y': 40.860255}, {'x': -73.827672, 'y': 40.860591}, {'x': -73.828034, 'y': 40.861077}, {'x': -73.829061, 'y': 40.862421}, {'x': -73.829764, 'y': 40.863436}, {'x': -73.830384, 'y': 40.864499}, {'x': -73.831204, 'y': 40.865984}, {'x': -73.831382, 'y': 40.866184}, {'x': -73.832407, 'y': 40.868149}, {'x': -73.83259, 'y': 40.868501}, {'x': -73.832733, 'y': 40.868826}, {'x': -73.833396, 'y': 40.870289}, {'x': -73.833644, 'y': 40.871107}, {'x': -73.833946, 'y': 40.872178}, {'x': -73.834135, 'y': 40.873067}, {'x': -73.834135, 'y': 40.873068}, {'x': -73.834206, 'y': 40.873724}, {'x': -73.834235, 'y': 40.874868}, {'x': -73.834172, 'y': 40.87602}, {'x': -73.834097, 'y': 40.876566}, {'x': -73.83396, 'y': 40.877126}, {'x': -73.8338, 'y': 40.877675}, {'x': -73.833543, 'y': 40.878214}, {'x': -73.833389, 'y': 40.878484}, {'x': -73.833152, 'y': 40.878843}, {'x': -73.832899, 'y': 40.879186}, {'x': -73.832671, 'y': 40.879454}, {'x': -73.832309, 'y': 40.879831}, {'x': -73.831782, 'y': 40.880332}, {'x': -73.831223, 'y': 40.880812}, {'x': -73.830636, 'y': 40.881265}, {'x': -73.830032, 'y': 40.881687}, {'x': -73.829055, 'y': 40.882256}, {'x': -73.828054, 'y': 40.882769}, {'x': -73.827362, 'y': 40.883114}, {'x': -73.826516, 'y': 40.883492}, {'x': -73.825681, 'y': 40.883869}, {'x': -73.824776, 'y': 40.884219}, {'x': -73.824171, 'y': 40.884423}, {'x': -73.822321, 'y': 40.884948}, {'x': -73.81667, 'y': 40.88641}, {'x': -73.815927, 'y': 40.886561}, {'x': -73.815202, 'y': 40.886676}, {'x': -73.814733, 'y': 40.886715}, {'x': -73.814255, 'y': 40.886738}, {'x': -73.813686, 'y': 40.886754}, {'x': -73.813129, 'y': 40.886726}, {'x': -73.812293, 'y': 40.886628}, {'x': -73.81198, 'y': 40.886581}, {'x': -73.810414, 'y': 40.886292}, {'x': -73.808282, 'y': 40.885851}, {'x': -73.807558, 'y': 40.885773}, {'x': -73.807014, 'y': 40.885767}, {'x': -73.806748, 'y': 40.885773}, {'x': -73.806042, 'y': 40.885837}, {'x': -73.80539, 'y': 40.885984}, {'x': -73.804739, 'y': 40.886164}, {'x': -73.80441, 'y': 40.886281}]",1630542175716.0,3.0,"[{}, {}, {}, {}, {}, {}, {}, {}, {}, {}]",17.566666666666666,63.24,I-95 N,NONE,NONE,730211274.0,2021-09-02 00:22:55,3,False,LineString,"[[-73.827217, 40.859724], [-73.82749, 40.860255], [-73.827672, 40.860591], [-73.828034, 40.861077], [-73.829061, 40.862421], [-73.829764, 40.863436], [-73.830384, 40.864499], [-73.831204, 40.865984], [-73.831382, 40.866184], [-73.832407, 40.868149], [-73.83259, 40.868501], [-73.832733, 40.868826], [-73.833396, 40.870289], [-73.833644, 40.871107], [-73.833946, 40.872178], [-73.834135, 40.873067], [-73.834135, 40.873068], [-73.834206, 40.873724], [-73.834235, 40.874868], [-73.834172, 40.87602], [-73.834097, 40.876566], [-73.83396, 40.877126], [-73.8338, 40.877675], [-73.833543, 40.878214], [-73.833389, 40.878484], [-73.833152, 40.878843], [-73.832899, 40.879186], [-73.832671, 40.879454], [-73.832309, 40.879831], [-73.831782, 40.880332], [-73.831223, 40.880812], [-73.830636, 40.881265], [-73.830032, 40.881687], [-73.829055, 40.882256], [-73.828054, 40.882769], [-73.827362, 40.883114], [-73.826516, 40.883492], [-73.825681, 40.883869], [-73.824776, 40.884219], [-73.824171, 40.884423], [-73.822321, 40.884948], [-73.81667, 40.88641], [-73.815927, 40.886561], [-73.815202, 40.886676], [-73.814733, 40.886715], [-73.814255, 40.886738], [-73.813686, 40.886754], [-73.813129, 40.886726], [-73.812293, 40.886628], [-73.81198, 40.886581], [-73.810414, 40.886292], [-73.808282, 40.885851], [-73.807558, 40.885773], [-73.807014, 40.885767], [-73.806748, 40.885773], [-73.806042, 40.885837], [-73.80539, 40.885984], [-73.804739, 40.886164], [-73.80441, 40.886281]]",2021-09-02,-73.8208399635478,40.8855069987911,18379006,39022034,,PROPERTY DAMAGE,888,2021,OVERTAKING,2021/09/02,1900-01-01 00:00:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,FLOODED WATER,OTHER,NOT ENTERED,CLEAR,0,1970/01/01,0,0,0,0,2,,0,,No,599341.59000103,4526716.53000035,Not an intersection crash,,Bronx,,0.0,,Bronx,NEW ENGLAND TRWY,,88.0,T,11-Urban Principal Arterial Interstate,NYS Thruway,NYS Thruway,,50.0,"V1:(NOT ENTERED,NOT ENTERED) / V2:(NOT ENTERED,NOT ENTERED)",2021-09-02,-73.827217,40.859724
46,Feature,,"Lake Success, NY",US,187.0,I-495 W â€¢ Long Island Expwy,736665290.0,1248.0,3.0,"[{'x': -73.708476, 'y': 40.769599}, {'x': -73.710618, 'y': 40.769349}, {'x': -73.71162, 'y': 40.76919}, {'x': -73.71216, 'y': 40.769051}, {'x': -73.712708, 'y': 40.768875}, {'x': -73.713419, 'y': 40.768582}, {'x': -73.713819, 'y': 40.768389}, {'x': -73.714098, 'y': 40.768232}, {'x': -73.714485, 'y': 40.76799}, {'x': -73.714784, 'y': 40.76775}, {'x': -73.716154, 'y': 40.766615}, {'x': -73.71689, 'y': 40.766009}, {'x': -73.717282, 'y': 40.765789}, {'x': -73.717627, 'y': 40.765593}, {'x': -73.718342, 'y': 40.765273}, {'x': -73.719171, 'y': 40.764985}, {'x': -73.719533, 'y': 40.764897}, {'x': -73.719978, 'y': 40.764801}, {'x': -73.720619, 'y': 40.764706}, {'x': -73.721215, 'y': 40.764644}]",1630575210178.0,3.0,"[{}, {}, {}]",5.427777777777778,19.54,I-495 W,NONE,NONE,736665290.0,2021-09-02 09:33:30,3,False,LineString,"[[-73.708476, 40.769599], [-73.710618, 40.769349], [-73.71162, 40.76919], [-73.71216, 40.769051], [-73.712708, 40.768875], [-73.713419, 40.768582], [-73.713819, 40.768389], [-73.714098, 40.768232], [-73.714485, 40.76799], [-73.714784, 40.76775], [-73.716154, 40.766615], [-73.71689, 40.766009], [-73.717282, 40.765789], [-73.717627, 40.765593], [-73.718342, 40.765273], [-73.719171, 40.764985], [-73.719533, 40.764897], [-73.719978, 40.764801], [-73.720619, 40.764706], [-73.721215, 40.764644]]",2021-09-02,-73.7002436511387,40.7675313607231,18357267,38998826,,PROPERTY DAMAGE,999,2021,OVERTAKING,2021/09/02,1900-01-01 10:00:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,DRY,NONE,NOT ENTERED,CLEAR,0,1970/01/01,0,0,0,0,2,2900.0,1,NASSAU CO PD COMM BUR,No,609696.06583129,4513763.90153291,INTERSECTION-RELATED,Unnamed Street,Nassau,7.0,75.0,8065899.0,North Hills,LONG ISLAND EXPY,,88.0,T,11-Urban Principal Arterial Interstate,NYSDOT,NYSDOT,Long Island Expressway,45.0,"V1:(UNSAFE LANE CHANGE,NOT APPLICABLE) / V2:(NOT APPLICABLE,NOT APPLICABLE)",2021-09-02,-73.708476,40.769599
47,Feature,,"Lake Success, NY",US,132.0,I-495 W â€¢ Long Island Expwy,736665290.0,1248.0,3.0,"[{'x': -73.708476, 'y': 40.769599}, {'x': -73.710618, 'y': 40.769349}, {'x': -73.71162, 'y': 40.76919}, {'x': -73.71216, 'y': 40.769051}, {'x': -73.712708, 'y': 40.768875}, {'x': -73.713419, 'y': 40.768582}, {'x': -73.713819, 'y': 40.768389}, {'x': -73.714098, 'y': 40.768232}, {'x': -73.714485, 'y': 40.76799}, {'x': -73.714784, 'y': 40.76775}, {'x': -73.716154, 'y': 40.766615}, {'x': -73.71689, 'y': 40.766009}, {'x': -73.717282, 'y': 40.765789}, {'x': -73.717627, 'y': 40.765593}, {'x': -73.718342, 'y': 40.765273}, {'x': -73.719171, 'y': 40.764985}, {'x': -73.719533, 'y': 40.764897}, {'x': -73.719978, 'y': 40.764801}, {'x': -73.720619, 'y': 40.764706}, {'x': -73.721215, 'y': 40.764644}]",1630575210178.0,3.0,"[{}, {}, {}]",7.144444444444445,25.72,I-495 W,NONE,NONE,736665290.0,2021-09-02 09:33:30,3,False,LineString,"[[-73.708476, 40.769599], [-73.710618, 40.769349], [-73.71162, 40.76919], [-73.71216, 40.769051], [-73.712708, 40.768875], [-73.713419, 40.768582], [-73.713819, 40.768389], [-73.714098, 40.768232], [-73.714485, 40.76799], [-73.714784, 40.76775], [-73.716154, 40.766615], [-73.71689, 40.766009], [-73.717282, 40.765789], [-73.717627, 40.765593], [-73.718342, 40.765273], [-73.719171, 40.764985], [-73.719533, 40.764897], [-73.719978, 40.764801], [-73.720619, 40.764706], [-73.721215, 40.764644]]",2021-09-02,-73.7002436511387,40.7675313607231,18357267,38998826,,PROPERTY DAMAGE,999,2021,OVERTAKING,2021/09/02,1900-01-01 10:00:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,DRY,NONE,NOT ENTERED,CLEAR,0,1970/01/01,0,0,0,0,2,2900.0,1,NASSAU CO PD COMM BUR,No,609696.06583129,4513763.90153291,INTERSECTION-RELATED,Unnamed Street,Nassau,7.0,75.0,8065899.0,North Hills,LONG ISLAND EXPY,,88.0,T,11-Urban Principal Arterial Interstate,NYSDOT,NYSDOT,Long Island Expressway,45.0,"V1:(UNSAFE LANE CHANGE,NOT APPLICABLE) / V2:(NOT APPLICABLE,NOT APPLICABLE)",2021-09-02,-73.708476,40.769599
48,Feature,,"Rochester, NY",US,111.0,Exit 16: Clinton Ave / Downtown,1110176226.0,1801.0,2.0,"[{'x': -77.582197, 'y': 43.142668}, {'x': -77.590029, 'y': 43.141954}, {'x': -77.590869, 'y': 43.141868}, {'x': -77.591388, 'y': 43.141802}, {'x': -77.591996, 'y': 43.14177}, {'x': -77.592605, 'y': 43.141763}, {'x': -77.59348, 'y': 43.141799}, {'x': -77.593998, 'y': 43.141845}, {'x': -77.594511, 'y': 43.141904}, {'x': -77.595058, 'y': 43.141996}, {'x': -77.595594, 'y': 43.142113}, {'x': -77.596054, 'y': 43.142223}, {'x': -77.596503, 'y': 43.142362}, {'x': -77.596893, 'y': 43.1425}, {'x': -77.59708, 'y': 43.142585}, {'x': -77.597264, 'y': 43.142671}, {'x': -77.597588, 'y': 43.142839}, {'x': -77.597885, 'y': 43.14303}, {'x': -77.598079, 'y': 43.143169}, {'x': -77.598193, 'y': 43.143258}, {'x': -77.598464, 'y': 43.143519}, {'x': -77.598748, 'y': 43.143822}, {'x': -77.599737, 'y': 43.145023}, {'x': -77.600701, 'y': 43.146266}, {'x': -77.601056, 'y': 43.146716}]",1631616983967.0,3.0,"[{}, {}, {}, {}, {}]",10.022222222222222,36.08,I-490 W,NONE,NONE,1110176226.0,2021-09-14 10:56:23,1,False,LineString,"[[-77.582197, 43.142668], [-77.590029, 43.141954], [-77.590869, 43.141868], [-77.591388, 43.141802], [-77.591996, 43.14177], [-77.592605, 43.141763], [-77.59348, 43.141799], [-77.593998, 43.141845], [-77.594511, 43.141904], [-77.595058, 43.141996], [-77.595594, 43.142113], [-77.596054, 43.142223], [-77.596503, 43.142362], [-77.596893, 43.1425], [-77.59708, 43.142585], [-77.597264, 43.142671], [-77.597588, 43.142839], [-77.597885, 43.14303], [-77.598079, 43.143169], [-77.598193, 43.143258], [-77.598464, 43.143519], [-77.598748, 43.143822], [-77.599737, 43.145023], [-77.600701, 43.146266], [-77.601056, 43.146716]]",2021-09-14,-77.5751920272522,43.1432890131707,18382157,39025475,,PROPERTY DAMAGE,999,2021,OTHER,2021/09/14,1900-01-01 10:30:00,COLLISION WITH CURBING,DAYLIGHT,STRAIGHT AND LEVEL,DRY,TRAFFIC SIGNAL,NOT ENTERED,CLEAR,0,1970/01/01,0,0,0,0,1,2701.0,1,ROCHESTER PD,No,290584.0700008,4779946.30999973,AT-INTERSECTION,,Monroe,,0.0,5004545.0,Rochester,CULVER RD,,88.0,T,11-Urban Principal Arterial Interstate,NYSDOT,NYSDOT,,55.0,"V1:(REACTION TO OTHER UNINVOLVED VEHICL,NOT APPLICABLE)",2021-09-14,-77.582197,43.142668
49,Feature,,"Woodbury, NY",US,128.0,I-495 W,1139219396.0,1468.0,3.0,"[{'x': -73.471841, 'y': 40.796924}, {'x': -73.473149, 'y': 40.797358}, {'x': -73.474547, 'y': 40.797749}, {'x': -73.476033, 'y': 40.79811}, {'x': -73.477441, 'y': 40.798418}, {'x': -73.481144, 'y': 40.799026}, {'x': -73.482044, 'y': 40.799148}, {'x': -73.48408, 'y': 40.799362}, {'x': -73.484756, 'y': 40.799408}, {'x': -73.48639, 'y': 40.799511}, {'x': -73.487414, 'y': 40.799549}, {'x': -73.488439, 'y': 40.799573}, {'x': -73.488785, 'y': 40.79957}]",1631700344199.0,3.0,"[{}, {}, {}, {}, {}, {}]",8.252777777777778,29.71,I-495 W,NONE,NONE,1139219396.0,2021-09-15 10:05:44,2,False,LineString,"[[-73.471841, 40.796924], [-73.473149, 40.797358], [-73.474547, 40.797749], [-73.476033, 40.79811], [-73.477441, 40.798418], [-73.481144, 40.799026], [-73.482044, 40.799148], [-73.48408, 40.799362], [-73.484756, 40.799408], [-73.48639, 40.799511], [-73.487414, 40.799549], [-73.488439, 40.799573], [-73.488785, 40.79957]]",2021-09-15,-73.4509632725815,40.7870113997528,18400208,39045283,C - POSSIBLE INJURY,INJURY,888,2021,REAR END,2021/09/15,1900-01-01 10:15:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,DRY,NONE,NOT ENTERED,CLEAR,0,1970/01/01,0,1,1,0,2,,0,,No,630697.19289999,4516268.020738,INTERSECTION-RELATED,Ramp,Nassau,7.0,1.0,6092895.0,Oyster Bay,I 495,495 03021153,88.0,T,11-Urban Principal Arterial Interstate,NYSDOT,NYSDOT,Long Island Expressway,55.0,"V1:(NOT ENTERED,NOT ENTERED) / V2:(NOT ENTERED,NOT ENTERED)",2021-09-15,-73.471841,40.796924
50,Feature,,"Plainview, NY",US,212.0,I-495 W,1139240672.0,2241.0,3.0,"[{'x': -73.449076, 'y': 40.786639}, {'x': -73.449941, 'y': 40.786923}, {'x': -73.450834, 'y': 40.78724}, {'x': -73.45168, 'y': 40.787571}, {'x': -73.45239, 'y': 40.787879}, {'x': -73.452741, 'y': 40.788031}, {'x': -73.453673, 'y': 40.788472}, {'x': -73.454171, 'y': 40.788736}, {'x': -73.461687, 'y': 40.792757}, {'x': -73.462675, 'y': 40.793223}, {'x': -73.463492, 'y': 40.793609}, {'x': -73.465315, 'y': 40.794385}, {'x': -73.468029, 'y': 40.795487}, {'x': -73.469619, 'y': 40.79614}, {'x': -73.470733, 'y': 40.796562}, {'x': -73.471841, 'y': 40.796924}]",1631700638862.0,3.0,"[{}, {}, {}]",7.847222222222222,28.25,I-495 W,NONE,NONE,1139240672.0,2021-09-15 10:10:38,2,False,LineString,"[[-73.449076, 40.786639], [-73.449941, 40.786923], [-73.450834, 40.78724], [-73.45168, 40.787571], [-73.45239, 40.787879], [-73.452741, 40.788031], [-73.453673, 40.788472], [-73.454171, 40.788736], [-73.461687, 40.792757], [-73.462675, 40.793223], [-73.463492, 40.793609], [-73.465315, 40.794385], [-73.468029, 40.795487], [-73.469619, 40.79614], [-73.470733, 40.796562], [-73.471841, 40.796924]]",2021-09-15,-73.4509632725815,40.7870113997528,18400208,39045283,C - POSSIBLE INJURY,INJURY,888,2021,REAR END,2021/09/15,1900-01-01 10:15:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,DRY,NONE,NOT ENTERED,CLEAR,0,1970/01/01,0,1,1,0,2,,0,,No,630697.19289999,4516268.020738,INTERSECTION-RELATED,Ramp,Nassau,7.0,1.0,6092895.0,Oyster Bay,I 495,495 03021153,88.0,T,11-Urban Principal Arterial Interstate,NYSDOT,NYSDOT,Long Island Expressway,55.0,"V1:(NOT ENTERED,NOT ENTERED) / V2:(NOT ENTERED,NOT ENTERED)",2021-09-15,-73.449076,40.786639
51,Feature,,"Cheektowaga, NY",US,261.0,I-190 N,1114560802.0,712.0,4.0,"[{'x': -78.792629, 'y': 42.876205}, {'x': -78.797143, 'y': 42.876289}, {'x': -78.801334, 'y': 42.876356}]",1632379954820.0,3.0,"[{}, {}]",2.4611111111111112,8.86,I-190 N,NONE,NONE,1114560802.0,2021-09-23 06:52:34,3,False,LineString,"[[-78.792629, 42.876205], [-78.797143, 42.876289], [-78.801334, 42.876356]]",2021-09-23,-78.7912285445908,42.8671044287839,18387013,39030847,,PROPERTY DAMAGE,2,2021,OTHER,2021/09/23,1900-01-01 06:33:00,COLLISION WITH GUIDE RAIL,DARK-ROAD UNLIGHTED,STRAIGHT/ GRADE,WET,NONE,"TWO-WAY,DIVIDED,POSITIVE MEDIA BARR",RAIN,1,1970/01/01,0,0,0,0,1,11404.0,0,NYSP THRUWAY BUFFALO,No,190300.95762682,4753033.01276385,Not an intersection crash,,Erie,,0.0,,West Seneca,I 90,,88.0,T,11-Urban Principal Arterial Interstate,NYS Thruway,NYS Thruway,NYS Thruway,55.0,"V1:(UNSAFE SPEED,UNSAFE LANE CHANGE)",2021-09-23,-78.792629,42.876205
52,Feature,,"Cheektowaga, NY",US,261.0,I-190 N,1114560802.0,712.0,4.0,"[{'x': -78.792629, 'y': 42.876205}, {'x': -78.797143, 'y': 42.876289}, {'x': -78.801334, 'y': 42.876356}]",1632379954820.0,3.0,"[{}, {}]",2.4611111111111112,8.86,I-190 N,NONE,NONE,1114560802.0,2021-09-23 06:52:34,3,False,LineString,"[[-78.792629, 42.876205], [-78.797143, 42.876289], [-78.801334, 42.876356]]",2021-09-23,-78.7680789876693,42.8840360011315,18386726,39030560,C - POSSIBLE INJURY,INJURY,999,2021,LEFT TURN (AGAINST OTHER CAR),2021/09/23,1900-01-01 06:51:00,COLLISION WITH MOTOR VEHICLE,DAWN,STRAIGHT AND LEVEL,WET,TRAFFIC SIGNAL,NOT ENTERED,RAIN,0,1970/01/01,0,1,1,0,2,1455.0,0,CHEEKTOWAGA PD,No,192276.48000073,4754828.50000096,Not an intersection crash,,Erie,,0.0,,Cheektowaga,WILLIAM ST,,88.0,T,11-Urban Principal Arterial Interstate,NYS Thruway,NYS Thruway,NYS Thruway,55.0,"V1:(FAILURE TO YIELD RIGHT OF WAY,NOT APPLICABLE) / V2:(NOT APPLICABLE,NOT APPLICABLE)",2021-09-23,-78.792629,42.876205
53,Feature,,"Greenburgh, NY",US,53.0,I-287 W,1284197888.0,2221.0,1.0,"[{'x': -73.775321, 'y': 41.044208}, {'x': -73.778297, 'y': 41.04335}, {'x': -73.780167, 'y': 41.042873}, {'x': -73.781569, 'y': 41.042586}, {'x': -73.78253, 'y': 41.042441}, {'x': -73.783457, 'y': 41.042382}, {'x': -73.784031, 'y': 41.042383}, {'x': -73.784563, 'y': 41.042416}, {'x': -73.785169, 'y': 41.042488}, {'x': -73.785637, 'y': 41.042571}, {'x': -73.786475, 'y': 41.042818}, {'x': -73.786877, 'y': 41.042921}, {'x': -73.787561, 'y': 41.043212}, {'x': -73.788401, 'y': 41.043655}, {'x': -73.790321, 'y': 41.044735}, {'x': -73.790994, 'y': 41.045049}, {'x': -73.791614, 'y': 41.045286}, {'x': -73.792089, 'y': 41.04545}, {'x': -73.792649, 'y': 41.045613}, {'x': -73.793295, 'y': 41.045771}, {'x': -73.794273, 'y': 41.045935}, {'x': -73.794954, 'y': 41.046007}, {'x': -73.798833, 'y': 41.046216}, {'x': -73.799502, 'y': 41.046257}, {'x': -73.800138, 'y': 41.046314}]",1632841882968.0,3.0,"[{}, {}, {}]",17.033333333333335,61.32,I-287 W,NONE,NONE,1284197888.0,2021-09-28 15:11:22,1,False,LineString,"[[-73.775321, 41.044208], [-73.778297, 41.04335], [-73.780167, 41.042873], [-73.781569, 41.042586], [-73.78253, 41.042441], [-73.783457, 41.042382], [-73.784031, 41.042383], [-73.784563, 41.042416], [-73.785169, 41.042488], [-73.785637, 41.042571], [-73.786475, 41.042818], [-73.786877, 41.042921], [-73.787561, 41.043212], [-73.788401, 41.043655], [-73.790321, 41.044735], [-73.790994, 41.045049], [-73.791614, 41.045286], [-73.792089, 41.04545], [-73.792649, 41.045613], [-73.793295, 41.045771], [-73.794273, 41.045935], [-73.794954, 41.046007], [-73.798833, 41.046216], [-73.799502, 41.046257], [-73.800138, 41.046314]]",2021-09-28,-73.8000730860601,41.0463020467555,18394218,39038849,,PROPERTY DAMAGE,999,2021,OVERTAKING,2021/09/28,1900-01-01 15:21:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,DRY,NONE,NOT ENTERED,CLOUDY,0,1970/01/01,0,0,0,0,2,15904.0,0,NYSP THRUWAY TARRYTOWN,No,600846.06606578,4544590.53681435,INTERSECTION-RELATED,Ramp,Westchester,WEST,3.0,9017752.0,Greenburgh,I 287,287I87011023,88.0,T,11-Urban Principal Arterial Interstate,NYSDOT,NYSDOT,,55.0,"V1:(UNSAFE LANE CHANGE,NOT APPLICABLE) / V2:(NOT APPLICABLE,NOT APPLICABLE)",2021-09-28,-73.775321,41.044208
54,Feature,,"Preble, NY",US,60.0,I-81 N,1659712804.0,3406.0,1.0,"[{'x': -76.130301, 'y': 42.76635}, {'x': -76.129245, 'y': 42.768295}, {'x': -76.128759, 'y': 42.769269}, {'x': -76.128287, 'y': 42.770341}, {'x': -76.127934, 'y': 42.77122}, {'x': -76.127581, 'y': 42.772232}, {'x': -76.127285, 'y': 42.773179}, {'x': -76.127033, 'y': 42.774167}, {'x': -76.126925, 'y': 42.77466}, {'x': -76.126731, 'y': 42.77564}, {'x': -76.12668, 'y': 42.77598}, {'x': -76.126596, 'y': 42.776483}, {'x': -76.12645, 'y': 42.77795}, {'x': -76.126448, 'y': 42.777967}, {'x': -76.126431, 'y': 42.77816}, {'x': -76.126024, 'y': 42.783805}, {'x': -76.125924, 'y': 42.784766}, {'x': -76.125796, 'y': 42.785567}, {'x': -76.125694, 'y': 42.786205}, {'x': -76.124271, 'y': 42.792609}, {'x': -76.123963, 'y': 42.793884}, {'x': -76.123321, 'y': 42.796443}]",1633784207151.0,3.0,"[{}, {}]",20.40833333333333,73.47,I-81 N,NONE,SMALL,1659712804.0,2021-10-09 12:56:47,5,True,LineString,"[[-76.130301, 42.76635], [-76.129245, 42.768295], [-76.128759, 42.769269], [-76.128287, 42.770341], [-76.127934, 42.77122], [-76.127581, 42.772232], [-76.127285, 42.773179], [-76.127033, 42.774167], [-76.126925, 42.77466], [-76.126731, 42.77564], [-76.12668, 42.77598], [-76.126596, 42.776483], [-76.12645, 42.77795], [-76.126448, 42.777967], [-76.126431, 42.77816], [-76.126024, 42.783805], [-76.125924, 42.784766], [-76.125796, 42.785567], [-76.125694, 42.786205], [-76.124271, 42.792609], [-76.123963, 42.793884], [-76.123321, 42.796443]]",2021-10-09,-76.1276601876729,42.7720088887589,18403935,39049188,,PROPERTY DAMAGE,999,2021,REAR END,2021/10/09,1900-01-01 12:50:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,DRY,NONE,NOT ENTERED,CLOUDY,0,1970/01/01,0,0,0,0,2,11101.0,1,NYSP CORTLAND,No,407746.70029938,4736113.81004379,Not an intersection crash,,Cortland,,0.0,,Preble,I 81,81I32023115,88.0,T,1-Rural Principal Arterial Interstate,NYSDOT,NYSDOT,Interstate 81,65.0,"V1:(OTHER (VEHICLE),UNKNOWN) / V2:(UNKNOWN,UNKNOWN)",2021-10-09,-76.130301,42.76635
55,Feature,,"Preble, NY",US,1024.0,I-81 N,1659712804.0,3588.0,4.0,"[{'x': -76.131121, 'y': 42.764829}, {'x': -76.130599, 'y': 42.765802}, {'x': -76.129245, 'y': 42.768295}, {'x': -76.128759, 'y': 42.769269}, {'x': -76.128287, 'y': 42.770341}, {'x': -76.127934, 'y': 42.77122}, {'x': -76.127581, 'y': 42.772232}, {'x': -76.127285, 'y': 42.773179}, {'x': -76.127033, 'y': 42.774167}, {'x': -76.126925, 'y': 42.77466}, {'x': -76.126731, 'y': 42.77564}, {'x': -76.12668, 'y': 42.77598}, {'x': -76.126596, 'y': 42.776483}, {'x': -76.12645, 'y': 42.77795}, {'x': -76.126448, 'y': 42.777967}, {'x': -76.126431, 'y': 42.77816}, {'x': -76.126024, 'y': 42.783805}, {'x': -76.125924, 'y': 42.784766}, {'x': -76.125796, 'y': 42.785567}, {'x': -76.125694, 'y': 42.786205}, {'x': -76.124271, 'y': 42.792609}, {'x': -76.123963, 'y': 42.793884}, {'x': -76.123321, 'y': 42.796443}]",1633784207151.0,3.0,"[{}, {}]",3.158333333333333,11.37,I-81 N,NONE,LARGE,1659712804.0,2021-10-09 12:56:47,5,True,LineString,"[[-76.131121, 42.764829], [-76.130599, 42.765802], [-76.129245, 42.768295], [-76.128759, 42.769269], [-76.128287, 42.770341], [-76.127934, 42.77122], [-76.127581, 42.772232], [-76.127285, 42.773179], [-76.127033, 42.774167], [-76.126925, 42.77466], [-76.126731, 42.77564], [-76.12668, 42.77598], [-76.126596, 42.776483], [-76.12645, 42.77795], [-76.126448, 42.777967], [-76.126431, 42.77816], [-76.126024, 42.783805], [-76.125924, 42.784766], [-76.125796, 42.785567], [-76.125694, 42.786205], [-76.124271, 42.792609], [-76.123963, 42.793884], [-76.123321, 42.796443]]",2021-10-09,-76.1276601876729,42.7720088887589,18403935,39049188,,PROPERTY DAMAGE,999,2021,REAR END,2021/10/09,1900-01-01 12:50:00,COLLISION WITH MOTOR VEHICLE,DAYLIGHT,STRAIGHT AND LEVEL,DRY,NONE,NOT ENTERED,CLOUDY,0,1970/01/01,0,0,0,0,2,11101.0,1,NYSP CORTLAND,No,407746.70029938,4736113.81004379,Not an intersection crash,,Cortland,,0.0,,Preble,I 81,81I32023115,88.0,T,1-Rural Principal Arterial Interstate,NYSDOT,NYSDOT,Interstate 81,65.0,"V1:(OTHER (VEHICLE),UNKNOWN) / V2:(UNKNOWN,UNKNOWN)",2021-10-09,-76.131121,42.764829
